Unnamed: 0,age,Audio_file_name,Audio_file_path,Image_file_path
2712,>60s,1034_IOM_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1034_IOM_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1034_IOM_HAP_XX.wav.jpg
2868,40s,1036_IEO_HAP_MD.wav,/home/ubuntu/capstone/AudioWAV/1036_IEO_HAP_MD.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1036_IEO_HAP_MD.wav.jpg
5600,<30s,1069_IWL_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1069_IWL_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1069_IWL_HAP_XX.wav.jpg
6123,40s,1075_TSI_NEU_XX.wav,/home/ubuntu/capstone/AudioWAV/1075_TSI_NEU_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1075_TSI_NEU_XX.wav.jpg
7126,<30s,1088_IEO_FEA_HI.wav,/home/ubuntu/capstone/AudioWAV/1088_IEO_FEA_HI.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1088_IEO_FEA_HI.wav.jpg
5905,<30s,1073_IEO_SAD_LO.wav,/home/ubuntu/capstone/AudioWAV/1073_IEO_SAD_LO.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1073_IEO_SAD_LO.wav.jpg
5938,<30s,1073_MTI_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1073_MTI_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1073_MTI_DIS_XX.wav.jpg
1352,40s,1017_MTI_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1017_MTI_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1017_MTI_DIS_XX.wav.jpg
1486,<30s,1019_IOM_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1019_IOM_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1019_IOM_DIS_XX.wav.jpg
5396,>60s,1067_DFA_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1067_DFA_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1067_DFA_HAP_XX.wav.jpg
5573,<30s,1069_IEO_HAP_LO.wav,/home/ubuntu/capstone/AudioWAV/1069_IEO_HAP_LO.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1069_IEO_HAP_LO.wav.jpg
1688,30s,1021_TIE_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1021_TIE_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1021_TIE_HAP_XX.wav.jpg
3852,30s,1048_IEO_HAP_MD.wav,/home/ubuntu/capstone/AudioWAV/1048_IEO_HAP_MD.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1048_IEO_HAP_MD.wav.jpg
1351,40s,1017_MTI_ANG_XX.wav,/home/ubuntu/capstone/AudioWAV/1017_MTI_ANG_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1017_MTI_ANG_XX.wav.jpg
4223,30s,1052_TAI_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1052_TAI_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1052_TAI_FEA_XX.wav.jpg
1195,30s,1015_TAI_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1015_TAI_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1015_TAI_FEA_XX.wav.jpg
5649,<30s,1070_IEO_DIS_LO.wav,/home/ubuntu/capstone/AudioWAV/1070_IEO_DIS_LO.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1070_IEO_DIS_LO.wav.jpg
3244,40s,1040_TIE_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1040_TIE_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1040_TIE_DIS_XX.wav.jpg
4856,<30s,1060_ITS_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1060_ITS_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1060_ITS_HAP_XX.wav.jpg
6515,<30s,1080_MTI_SAD_XX.wav,/home/ubuntu/capstone/AudioWAV/1080_MTI_SAD_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1080_MTI_SAD_XX.wav.jpg
1930,50s,1024_TAI_SAD_XX.wav,/home/ubuntu/capstone/AudioWAV/1024_TAI_SAD_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1024_TAI_SAD_XX.wav.jpg
1684,30s,1021_TAI_SAD_XX.wav,/home/ubuntu/capstone/AudioWAV/1021_TAI_SAD_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1021_TAI_SAD_XX.wav.jpg
7396,<30s,1091_ITS_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1091_ITS_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1091_ITS_FEA_XX.wav.jpg
3530,40s,1044_IOM_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1044_IOM_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1044_IOM_DIS_XX.wav.jpg
2805,40s,1035_ITS_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1035_ITS_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1035_ITS_FEA_XX.wav.jpg
105,<30s,1002_IOM_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1002_IOM_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1002_IOM_DIS_XX.wav.jpg
2080,30s,1026_IWW_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1026_IWW_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1026_IWW_HAP_XX.wav.jpg
5370,<30s,1066_TAI_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1066_TAI_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1066_TAI_DIS_XX.wav.jpg
4632,<30s,1057_TAI_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1057_TAI_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1057_TAI_DIS_XX.wav.jpg
2553,30s,1032_ITH_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1032_ITH_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1032_ITH_FEA_XX.wav.jpg
7114,<30s,1088_DFA_ANG_XX.wav,/home/ubuntu/capstone/AudioWAV/1088_DFA_ANG_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1088_DFA_ANG_XX.wav.jpg
3121,50s,1039_IOM_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1039_IOM_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1039_IOM_FEA_XX.wav.jpg
6058,40s,1075_IEO_DIS_HI.wav,/home/ubuntu/capstone/AudioWAV/1075_IEO_DIS_HI.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1075_IEO_DIS_HI.wav.jpg
4078,>60s,1050_WSI_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1050_WSI_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1050_WSI_HAP_XX.wav.jpg
6971,30s,1086_IEO_SAD_MD.wav,/home/ubuntu/capstone/AudioWAV/1086_IEO_SAD_MD.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1086_IEO_SAD_MD.wav.jpg
4315,30s,1053_TSI_ANG_XX.wav,/home/ubuntu/capstone/AudioWAV/1053_TSI_ANG_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1053_TSI_ANG_XX.wav.jpg
4133,50s,1051_MTI_ANG_XX.wav,/home/ubuntu/capstone/AudioWAV/1051_MTI_ANG_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1051_MTI_ANG_XX.wav.jpg
977,<30s,1013_IEO_ANG_HI.wav,/home/ubuntu/capstone/AudioWAV/1013_IEO_ANG_HI.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1013_IEO_ANG_HI.wav.jpg
4863,<30s,1060_IWL_NEU_XX.wav,/home/ubuntu/capstone/AudioWAV/1060_IWL_NEU_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1060_IWL_NEU_XX.wav.jpg
7298,50s,1090_IEO_SAD_LO.wav,/home/ubuntu/capstone/AudioWAV/1090_IEO_SAD_LO.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1090_IEO_SAD_LO.wav.jpg
3370,30s,1042_IOM_SAD_XX.wav,/home/ubuntu/capstone/AudioWAV/1042_IOM_SAD_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1042_IOM_SAD_XX.wav.jpg
37,50s,1001_ITS_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1001_ITS_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1001_ITS_HAP_XX.wav.jpg
1118,<30s,1014_TIE_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1014_TIE_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1014_TIE_DIS_XX.wav.jpg
5420,>60s,1067_IOM_SAD_XX.wav,/home/ubuntu/capstone/AudioWAV/1067_IOM_SAD_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1067_IOM_SAD_XX.wav.jpg
1746,<30s,1022_IWL_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1022_IWL_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1022_IWL_HAP_XX.wav.jpg
5922,<30s,1073_ITS_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1073_ITS_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1073_ITS_HAP_XX.wav.jpg
2881,40s,1036_ITH_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1036_ITH_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1036_ITH_FEA_XX.wav.jpg
4084,50s,1051_DFA_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1051_DFA_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1051_DFA_HAP_XX.wav.jpg
3626,<30s,1045_ITS_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1045_ITS_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1045_ITS_HAP_XX.wav.jpg
6194,<30s,1076_TIE_ANG_XX.wav,/home/ubuntu/capstone/AudioWAV/1076_TIE_ANG_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1076_TIE_ANG_XX.wav.jpg
931,<30s,1012_IWL_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1012_IWL_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1012_IWL_FEA_XX.wav.jpg
3890,30s,1048_MTI_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1048_MTI_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1048_MTI_HAP_XX.wav.jpg
325,40s,1004_WSI_NEU_XX.wav,/home/ubuntu/capstone/AudioWAV/1004_WSI_NEU_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1004_WSI_NEU_XX.wav.jpg
2086,30s,1026_MTI_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1026_MTI_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1026_MTI_HAP_XX.wav.jpg
2117,40s,1027_DFA_NEU_XX.wav,/home/ubuntu/capstone/AudioWAV/1027_DFA_NEU_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1027_DFA_NEU_XX.wav.jpg
5977,30s,1074_IEO_DIS_LO.wav,/home/ubuntu/capstone/AudioWAV/1074_IEO_DIS_LO.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1074_IEO_DIS_LO.wav.jpg
5122,30s,1063_MTI_SAD_XX.wav,/home/ubuntu/capstone/AudioWAV/1063_MTI_SAD_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1063_MTI_SAD_XX.wav.jpg
213,<30s,1003_IWW_NEU_XX.wav,/home/ubuntu/capstone/AudioWAV/1003_IWW_NEU_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1003_IWW_NEU_XX.wav.jpg
4721,30s,1058_TIE_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1058_TIE_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1058_TIE_FEA_XX.wav.jpg
101,<30s,1002_IEO_SAD_HI.wav,/home/ubuntu/capstone/AudioWAV/1002_IEO_SAD_HI.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1002_IEO_SAD_HI.wav.jpg
3471,<30s,1043_IWW_ANG_XX.wav,/home/ubuntu/capstone/AudioWAV/1043_IWW_ANG_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1043_IWW_ANG_XX.wav.jpg
5251,30s,1065_IOM_ANG_XX.wav,/home/ubuntu/capstone/AudioWAV/1065_IOM_ANG_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1065_IOM_ANG_XX.wav.jpg
3731,<30s,1046_TAI_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1046_TAI_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1046_TAI_FEA_XX.wav.jpg
6796,40s,1084_IEO_DIS_LO.wav,/home/ubuntu/capstone/AudioWAV/1084_IEO_DIS_LO.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1084_IEO_DIS_LO.wav.jpg
5857,30s,1072_MTI_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1072_MTI_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1072_MTI_FEA_XX.wav.jpg
303,40s,1004_TAI_ANG_XX.wav,/home/ubuntu/capstone/AudioWAV/1004_TAI_ANG_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1004_TAI_ANG_XX.wav.jpg
2484,30s,1031_IWL_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1031_IWL_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1031_IWL_HAP_XX.wav.jpg
4596,<30s,1057_IOM_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1057_IOM_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1057_IOM_DIS_XX.wav.jpg
3169,50s,1039_TSI_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1039_TSI_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1039_TSI_FEA_XX.wav.jpg
660,<30s,1009_IEO_DIS_MD.wav,/home/ubuntu/capstone/AudioWAV/1009_IEO_DIS_MD.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1009_IEO_DIS_MD.wav.jpg
5377,<30s,1066_TIE_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1066_TIE_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1066_TIE_FEA_XX.wav.jpg
1467,<30s,1019_DFA_NEU_XX.wav,/home/ubuntu/capstone/AudioWAV/1019_DFA_NEU_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1019_DFA_NEU_XX.wav.jpg
6564,30s,1081_IOM_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1081_IOM_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1081_IOM_FEA_XX.wav.jpg
4929,50s,1061_ITH_ANG_XX.wav,/home/ubuntu/capstone/AudioWAV/1061_ITH_ANG_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1061_ITH_ANG_XX.wav.jpg
625,40s,1008_MTI_ANG_XX.wav,/home/ubuntu/capstone/AudioWAV/1008_MTI_ANG_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1008_MTI_ANG_XX.wav.jpg
3064,<30s,1038_IWW_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1038_IWW_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1038_IWW_HAP_XX.wav.jpg
5498,30s,1068_IOM_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1068_IOM_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1068_IOM_DIS_XX.wav.jpg
3721,<30s,1046_IWW_NEU_XX.wav,/home/ubuntu/capstone/AudioWAV/1046_IWW_NEU_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1046_IWW_NEU_XX.wav.jpg
1023,<30s,1013_MTI_ANG_XX.wav,/home/ubuntu/capstone/AudioWAV/1013_MTI_ANG_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1013_MTI_ANG_XX.wav.jpg
4039,>60s,1050_IWL_ANG_XX.wav,/home/ubuntu/capstone/AudioWAV/1050_IWL_ANG_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1050_IWL_ANG_XX.wav.jpg
4311,30s,1053_TIE_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1053_TIE_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1053_TIE_FEA_XX.wav.jpg
941,<30s,1012_MTI_ANG_XX.wav,/home/ubuntu/capstone/AudioWAV/1012_MTI_ANG_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1012_MTI_ANG_XX.wav.jpg
2914,40s,1036_TAI_SAD_XX.wav,/home/ubuntu/capstone/AudioWAV/1036_TAI_SAD_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1036_TAI_SAD_XX.wav.jpg
5127,30s,1063_TAI_NEU_XX.wav,/home/ubuntu/capstone/AudioWAV/1063_TAI_NEU_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1063_TAI_NEU_XX.wav.jpg
967,<30s,1012_WSI_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1012_WSI_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1012_WSI_FEA_XX.wav.jpg
507,30s,1007_IEO_HAP_LO.wav,/home/ubuntu/capstone/AudioWAV/1007_IEO_HAP_LO.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1007_IEO_HAP_LO.wav.jpg
4505,50s,1056_IEO_FEA_MD.wav,/home/ubuntu/capstone/AudioWAV/1056_IEO_FEA_MD.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1056_IEO_FEA_MD.wav.jpg
6215,<30s,1077_DFA_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1077_DFA_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1077_DFA_HAP_XX.wav.jpg
1625,30s,1021_DFA_NEU_XX.wav,/home/ubuntu/capstone/AudioWAV/1021_DFA_NEU_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1021_DFA_NEU_XX.wav.jpg
809,30s,1011_DFA_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1011_DFA_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1011_DFA_FEA_XX.wav.jpg
1875,50s,1024_IEO_ANG_MD.wav,/home/ubuntu/capstone/AudioWAV/1024_IEO_ANG_MD.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1024_IEO_ANG_MD.wav.jpg
3366,30s,1042_IOM_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1042_IOM_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1042_IOM_DIS_XX.wav.jpg
6477,<30s,1080_IEO_SAD_HI.wav,/home/ubuntu/capstone/AudioWAV/1080_IEO_SAD_HI.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1080_IEO_SAD_HI.wav.jpg
3648,<30s,1045_TAI_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1045_TAI_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1045_TAI_DIS_XX.wav.jpg
6032,30s,1074_TIE_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1074_TIE_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1074_TIE_DIS_XX.wav.jpg
6988,30s,1086_ITS_NEU_XX.wav,/home/ubuntu/capstone/AudioWAV/1086_ITS_NEU_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1086_ITS_NEU_XX.wav.jpg
7136,<30s,1088_IOM_ANG_XX.wav,/home/ubuntu/capstone/AudioWAV/1088_IOM_ANG_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1088_IOM_ANG_XX.wav.jpg
2202,50s,1028_IEO_ANG_LO.wav,/home/ubuntu/capstone/AudioWAV/1028_IEO_ANG_LO.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1028_IEO_ANG_LO.wav.jpg
5164,50s,1064_IEO_HAP_MD.wav,/home/ubuntu/capstone/AudioWAV/1064_IEO_HAP_MD.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1064_IEO_HAP_MD.wav.jpg
4862,<30s,1060_IWL_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1060_IWL_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1060_IWL_HAP_XX.wav.jpg
3734,<30s,1046_TAI_SAD_XX.wav,/home/ubuntu/capstone/AudioWAV/1046_TAI_SAD_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1046_TAI_SAD_XX.wav.jpg
2825,40s,1035_MTI_NEU_XX.wav,/home/ubuntu/capstone/AudioWAV/1035_MTI_NEU_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1035_MTI_NEU_XX.wav.jpg
4793,<30s,1059_MTI_NEU_XX.wav,/home/ubuntu/capstone/AudioWAV/1059_MTI_NEU_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1059_MTI_NEU_XX.wav.jpg
5702,<30s,1070_TAI_SAD_XX.wav,/home/ubuntu/capstone/AudioWAV/1070_TAI_SAD_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1070_TAI_SAD_XX.wav.jpg
7352,50s,1090_TSI_NEU_XX.wav,/home/ubuntu/capstone/AudioWAV/1090_TSI_NEU_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1090_TSI_NEU_XX.wav.jpg
4977,50s,1061_WSI_ANG_XX.wav,/home/ubuntu/capstone/AudioWAV/1061_WSI_ANG_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1061_WSI_ANG_XX.wav.jpg
2301,30s,1029_IOM_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1029_IOM_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1029_IOM_FEA_XX.wav.jpg
6171,<30s,1076_IWL_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1076_IWL_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1076_IWL_DIS_XX.wav.jpg
6290,<30s,1077_WSI_FEA_XX.wav,/home/ubuntu/capstone/AudioWAV/1077_WSI_FEA_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1077_WSI_FEA_XX.wav.jpg
4000,>60s,1050_DFA_DIS_XX.wav,/home/ubuntu/capstone/AudioWAV/1050_DFA_DIS_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1050_DFA_DIS_XX.wav.jpg
3610,<30s,1045_IEO_SAD_MD.wav,/home/ubuntu/capstone/AudioWAV/1045_IEO_SAD_MD.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1045_IEO_SAD_MD.wav.jpg
7011,30s,1086_TAI_HAP_XX.wav,/home/ubuntu/capstone/AudioWAV/1086_TAI_HAP_XX.wav,/home/ubuntu/capstone/Data/age//mel_spectrograms//1086_TAI_HAP_XX.wav.jpg
