,ActorID,Age,Sex,Race,Ethnicity,File Name,emotion,Emotion Level,Sentence,path
13,1001,51,Male,Caucasian,Not Hispanic,1001_IEO_FEA_LO.wav,FEA,LO,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IEO_FEA_LO.wav
14,1001,51,Male,Caucasian,Not Hispanic,1001_IEO_FEA_MD.wav,FEA,MD,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IEO_FEA_MD.wav
15,1001,51,Male,Caucasian,Not Hispanic,1001_IEO_HAP_HI.wav,HAP,HI,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IEO_HAP_HI.wav
16,1001,51,Male,Caucasian,Not Hispanic,1001_IEO_HAP_LO.wav,HAP,LO,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IEO_HAP_LO.wav
17,1001,51,Male,Caucasian,Not Hispanic,1001_IEO_HAP_MD.wav,HAP,MD,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IEO_HAP_MD.wav
18,1001,51,Male,Caucasian,Not Hispanic,1001_IEO_NEU_XX.wav,NEU,XX,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IEO_NEU_XX.wav
19,1001,51,Male,Caucasian,Not Hispanic,1001_IEO_SAD_HI.wav,SAD,HI,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IEO_SAD_HI.wav
20,1001,51,Male,Caucasian,Not Hispanic,1001_IEO_SAD_LO.wav,SAD,LO,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IEO_SAD_LO.wav
21,1001,51,Male,Caucasian,Not Hispanic,1001_IEO_SAD_MD.wav,SAD,MD,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IEO_SAD_MD.wav
22,1001,51,Male,Caucasian,Not Hispanic,1001_IOM_ANG_XX.wav,ANG,XX,IOM,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IOM_ANG_XX.wav
23,1001,51,Male,Caucasian,Not Hispanic,1001_IOM_DIS_XX.wav,DIS,XX,IOM,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IOM_DIS_XX.wav
24,1001,51,Male,Caucasian,Not Hispanic,1001_IOM_FEA_XX.wav,FEA,XX,IOM,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IOM_FEA_XX.wav
25,1001,51,Male,Caucasian,Not Hispanic,1001_IOM_HAP_XX.wav,HAP,XX,IOM,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IOM_HAP_XX.wav
26,1001,51,Male,Caucasian,Not Hispanic,1001_IOM_NEU_XX.wav,NEU,XX,IOM,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IOM_NEU_XX.wav
27,1001,51,Male,Caucasian,Not Hispanic,1001_IOM_SAD_XX.wav,SAD,XX,IOM,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IOM_SAD_XX.wav
28,1001,51,Male,Caucasian,Not Hispanic,1001_ITH_ANG_XX.wav,ANG,XX,ITH,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_ITH_ANG_XX.wav
29,1001,51,Male,Caucasian,Not Hispanic,1001_ITH_DIS_XX.wav,DIS,XX,ITH,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_ITH_DIS_XX.wav
30,1001,51,Male,Caucasian,Not Hispanic,1001_ITH_FEA_XX.wav,FEA,XX,ITH,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_ITH_FEA_XX.wav
31,1001,51,Male,Caucasian,Not Hispanic,1001_ITH_HAP_XX.wav,HAP,XX,ITH,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_ITH_HAP_XX.wav
32,1001,51,Male,Caucasian,Not Hispanic,1001_ITH_NEU_XX.wav,NEU,XX,ITH,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_ITH_NEU_XX.wav
33,1001,51,Male,Caucasian,Not Hispanic,1001_ITH_SAD_XX.wav,SAD,XX,ITH,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_ITH_SAD_XX.wav
34,1001,51,Male,Caucasian,Not Hispanic,1001_ITS_ANG_XX.wav,ANG,XX,ITS,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_ITS_ANG_XX.wav
35,1001,51,Male,Caucasian,Not Hispanic,1001_ITS_DIS_XX.wav,DIS,XX,ITS,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_ITS_DIS_XX.wav
36,1001,51,Male,Caucasian,Not Hispanic,1001_ITS_FEA_XX.wav,FEA,XX,ITS,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_ITS_FEA_XX.wav
37,1001,51,Male,Caucasian,Not Hispanic,1001_ITS_HAP_XX.wav,HAP,XX,ITS,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_ITS_HAP_XX.wav
38,1001,51,Male,Caucasian,Not Hispanic,1001_ITS_NEU_XX.wav,NEU,XX,ITS,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_ITS_NEU_XX.wav
39,1001,51,Male,Caucasian,Not Hispanic,1001_ITS_SAD_XX.wav,SAD,XX,ITS,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_ITS_SAD_XX.wav
40,1001,51,Male,Caucasian,Not Hispanic,1001_IWL_ANG_XX.wav,ANG,XX,IWL,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IWL_ANG_XX.wav
41,1001,51,Male,Caucasian,Not Hispanic,1001_IWL_DIS_XX.wav,DIS,XX,IWL,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IWL_DIS_XX.wav
42,1001,51,Male,Caucasian,Not Hispanic,1001_IWL_FEA_XX.wav,FEA,XX,IWL,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IWL_FEA_XX.wav
43,1001,51,Male,Caucasian,Not Hispanic,1001_IWL_HAP_XX.wav,HAP,XX,IWL,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IWL_HAP_XX.wav
44,1001,51,Male,Caucasian,Not Hispanic,1001_IWL_NEU_XX.wav,NEU,XX,IWL,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IWL_NEU_XX.wav
45,1001,51,Male,Caucasian,Not Hispanic,1001_IWL_SAD_XX.wav,SAD,XX,IWL,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IWL_SAD_XX.wav
46,1001,51,Male,Caucasian,Not Hispanic,1001_IWW_ANG_XX.wav,ANG,XX,IWW,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IWW_ANG_XX.wav
47,1001,51,Male,Caucasian,Not Hispanic,1001_IWW_DIS_XX.wav,DIS,XX,IWW,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IWW_DIS_XX.wav
48,1001,51,Male,Caucasian,Not Hispanic,1001_IWW_FEA_XX.wav,FEA,XX,IWW,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IWW_FEA_XX.wav
49,1001,51,Male,Caucasian,Not Hispanic,1001_IWW_HAP_XX.wav,HAP,XX,IWW,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IWW_HAP_XX.wav
50,1001,51,Male,Caucasian,Not Hispanic,1001_IWW_NEU_XX.wav,NEU,XX,IWW,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IWW_NEU_XX.wav
51,1001,51,Male,Caucasian,Not Hispanic,1001_IWW_SAD_XX.wav,SAD,XX,IWW,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_IWW_SAD_XX.wav
52,1001,51,Male,Caucasian,Not Hispanic,1001_MTI_ANG_XX.wav,ANG,XX,MTI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_MTI_ANG_XX.wav
53,1001,51,Male,Caucasian,Not Hispanic,1001_MTI_DIS_XX.wav,DIS,XX,MTI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_MTI_DIS_XX.wav
54,1001,51,Male,Caucasian,Not Hispanic,1001_MTI_FEA_XX.wav,FEA,XX,MTI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_MTI_FEA_XX.wav
55,1001,51,Male,Caucasian,Not Hispanic,1001_MTI_HAP_XX.wav,HAP,XX,MTI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_MTI_HAP_XX.wav
56,1001,51,Male,Caucasian,Not Hispanic,1001_MTI_NEU_XX.wav,NEU,XX,MTI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_MTI_NEU_XX.wav
57,1001,51,Male,Caucasian,Not Hispanic,1001_MTI_SAD_XX.wav,SAD,XX,MTI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_MTI_SAD_XX.wav
58,1001,51,Male,Caucasian,Not Hispanic,1001_TAI_ANG_XX.wav,ANG,XX,TAI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TAI_ANG_XX.wav
59,1001,51,Male,Caucasian,Not Hispanic,1001_TAI_DIS_XX.wav,DIS,XX,TAI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TAI_DIS_XX.wav
60,1001,51,Male,Caucasian,Not Hispanic,1001_TAI_FEA_XX.wav,FEA,XX,TAI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TAI_FEA_XX.wav
61,1001,51,Male,Caucasian,Not Hispanic,1001_TAI_HAP_XX.wav,HAP,XX,TAI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TAI_HAP_XX.wav
62,1001,51,Male,Caucasian,Not Hispanic,1001_TAI_NEU_XX.wav,NEU,XX,TAI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TAI_NEU_XX.wav
63,1001,51,Male,Caucasian,Not Hispanic,1001_TAI_SAD_XX.wav,SAD,XX,TAI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TAI_SAD_XX.wav
64,1001,51,Male,Caucasian,Not Hispanic,1001_TIE_ANG_XX.wav,ANG,XX,TIE,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TIE_ANG_XX.wav
65,1001,51,Male,Caucasian,Not Hispanic,1001_TIE_DIS_XX.wav,DIS,XX,TIE,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TIE_DIS_XX.wav
66,1001,51,Male,Caucasian,Not Hispanic,1001_TIE_FEA_XX.wav,FEA,XX,TIE,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TIE_FEA_XX.wav
67,1001,51,Male,Caucasian,Not Hispanic,1001_TIE_HAP_XX.wav,HAP,XX,TIE,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TIE_HAP_XX.wav
68,1001,51,Male,Caucasian,Not Hispanic,1001_TIE_NEU_XX.wav,NEU,XX,TIE,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TIE_NEU_XX.wav
69,1001,51,Male,Caucasian,Not Hispanic,1001_TIE_SAD_XX.wav,SAD,XX,TIE,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TIE_SAD_XX.wav
70,1001,51,Male,Caucasian,Not Hispanic,1001_TSI_ANG_XX.wav,ANG,XX,TSI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TSI_ANG_XX.wav
71,1001,51,Male,Caucasian,Not Hispanic,1001_TSI_DIS_XX.wav,DIS,XX,TSI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TSI_DIS_XX.wav
72,1001,51,Male,Caucasian,Not Hispanic,1001_TSI_FEA_XX.wav,FEA,XX,TSI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TSI_FEA_XX.wav
73,1001,51,Male,Caucasian,Not Hispanic,1001_TSI_HAP_XX.wav,HAP,XX,TSI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TSI_HAP_XX.wav
74,1001,51,Male,Caucasian,Not Hispanic,1001_TSI_NEU_XX.wav,NEU,XX,TSI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TSI_NEU_XX.wav
75,1001,51,Male,Caucasian,Not Hispanic,1001_TSI_SAD_XX.wav,SAD,XX,TSI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_TSI_SAD_XX.wav
76,1001,51,Male,Caucasian,Not Hispanic,1001_WSI_ANG_XX.wav,ANG,XX,WSI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_WSI_ANG_XX.wav
77,1001,51,Male,Caucasian,Not Hispanic,1001_WSI_DIS_XX.wav,DIS,XX,WSI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_WSI_DIS_XX.wav
78,1001,51,Male,Caucasian,Not Hispanic,1001_WSI_FEA_XX.wav,FEA,XX,WSI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_WSI_FEA_XX.wav
79,1001,51,Male,Caucasian,Not Hispanic,1001_WSI_HAP_XX.wav,HAP,XX,WSI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_WSI_HAP_XX.wav
80,1001,51,Male,Caucasian,Not Hispanic,1001_WSI_NEU_XX.wav,NEU,XX,WSI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_WSI_NEU_XX.wav
81,1001,51,Male,Caucasian,Not Hispanic,1001_WSI_SAD_XX.wav,SAD,XX,WSI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1001_WSI_SAD_XX.wav
82,1002,21,Female,Caucasian,Not Hispanic,1002_DFA_ANG_XX.wav,ANG,XX,DFA,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_DFA_ANG_XX.wav
83,1002,21,Female,Caucasian,Not Hispanic,1002_DFA_DIS_XX.wav,DIS,XX,DFA,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_DFA_DIS_XX.wav
84,1002,21,Female,Caucasian,Not Hispanic,1002_DFA_FEA_XX.wav,FEA,XX,DFA,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_DFA_FEA_XX.wav
85,1002,21,Female,Caucasian,Not Hispanic,1002_DFA_HAP_XX.wav,HAP,XX,DFA,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_DFA_HAP_XX.wav
86,1002,21,Female,Caucasian,Not Hispanic,1002_DFA_NEU_XX.wav,NEU,XX,DFA,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_DFA_NEU_XX.wav
87,1002,21,Female,Caucasian,Not Hispanic,1002_DFA_SAD_XX.wav,SAD,XX,DFA,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_DFA_SAD_XX.wav
88,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_ANG_HI.wav,ANG,HI,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_ANG_HI.wav
89,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_ANG_LO.wav,ANG,LO,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_ANG_LO.wav
90,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_ANG_MD.wav,ANG,MD,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_ANG_MD.wav
91,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_DIS_HI.wav,DIS,HI,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_DIS_HI.wav
92,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_DIS_LO.wav,DIS,LO,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_DIS_LO.wav
93,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_DIS_MD.wav,DIS,MD,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_DIS_MD.wav
94,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_FEA_HI.wav,FEA,HI,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_FEA_HI.wav
95,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_FEA_LO.wav,FEA,LO,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_FEA_LO.wav
96,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_FEA_MD.wav,FEA,MD,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_FEA_MD.wav
97,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_HAP_HI.wav,HAP,HI,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_HAP_HI.wav
98,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_HAP_LO.wav,HAP,LO,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_HAP_LO.wav
99,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_HAP_MD.wav,HAP,MD,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_HAP_MD.wav
100,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_NEU_XX.wav,NEU,XX,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_NEU_XX.wav
101,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_SAD_HI.wav,SAD,HI,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_SAD_HI.wav
102,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_SAD_LO.wav,SAD,LO,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_SAD_LO.wav
103,1002,21,Female,Caucasian,Not Hispanic,1002_IEO_SAD_MD.wav,SAD,MD,IEO,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_SAD_MD.wav
104,1002,21,Female,Caucasian,Not Hispanic,1002_IOM_ANG_XX.wav,ANG,XX,IOM,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IOM_ANG_XX.wav
105,1002,21,Female,Caucasian,Not Hispanic,1002_IOM_DIS_XX.wav,DIS,XX,IOM,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IOM_DIS_XX.wav
106,1002,21,Female,Caucasian,Not Hispanic,1002_IOM_FEA_XX.wav,FEA,XX,IOM,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IOM_FEA_XX.wav
107,1002,21,Female,Caucasian,Not Hispanic,1002_IOM_HAP_XX.wav,HAP,XX,IOM,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IOM_HAP_XX.wav
108,1002,21,Female,Caucasian,Not Hispanic,1002_IOM_NEU_XX.wav,NEU,XX,IOM,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IOM_NEU_XX.wav
109,1002,21,Female,Caucasian,Not Hispanic,1002_IOM_SAD_XX.wav,SAD,XX,IOM,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IOM_SAD_XX.wav
110,1002,21,Female,Caucasian,Not Hispanic,1002_ITH_ANG_XX.wav,ANG,XX,ITH,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_ITH_ANG_XX.wav
111,1002,21,Female,Caucasian,Not Hispanic,1002_ITH_DIS_XX.wav,DIS,XX,ITH,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_ITH_DIS_XX.wav
112,1002,21,Female,Caucasian,Not Hispanic,1002_ITH_FEA_XX.wav,FEA,XX,ITH,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_ITH_FEA_XX.wav
113,1002,21,Female,Caucasian,Not Hispanic,1002_ITH_HAP_XX.wav,HAP,XX,ITH,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_ITH_HAP_XX.wav
114,1002,21,Female,Caucasian,Not Hispanic,1002_ITH_NEU_XX.wav,NEU,XX,ITH,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_ITH_NEU_XX.wav
115,1002,21,Female,Caucasian,Not Hispanic,1002_ITH_SAD_XX.wav,SAD,XX,ITH,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_ITH_SAD_XX.wav
116,1002,21,Female,Caucasian,Not Hispanic,1002_ITS_ANG_XX.wav,ANG,XX,ITS,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_ITS_ANG_XX.wav
117,1002,21,Female,Caucasian,Not Hispanic,1002_ITS_DIS_XX.wav,DIS,XX,ITS,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_ITS_DIS_XX.wav
118,1002,21,Female,Caucasian,Not Hispanic,1002_ITS_FEA_XX.wav,FEA,XX,ITS,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_ITS_FEA_XX.wav
119,1002,21,Female,Caucasian,Not Hispanic,1002_ITS_HAP_XX.wav,HAP,XX,ITS,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_ITS_HAP_XX.wav
120,1002,21,Female,Caucasian,Not Hispanic,1002_ITS_NEU_XX.wav,NEU,XX,ITS,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_ITS_NEU_XX.wav
121,1002,21,Female,Caucasian,Not Hispanic,1002_ITS_SAD_XX.wav,SAD,XX,ITS,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_ITS_SAD_XX.wav
122,1002,21,Female,Caucasian,Not Hispanic,1002_IWL_ANG_XX.wav,ANG,XX,IWL,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IWL_ANG_XX.wav
123,1002,21,Female,Caucasian,Not Hispanic,1002_IWL_DIS_XX.wav,DIS,XX,IWL,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IWL_DIS_XX.wav
124,1002,21,Female,Caucasian,Not Hispanic,1002_IWL_FEA_XX.wav,FEA,XX,IWL,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IWL_FEA_XX.wav
125,1002,21,Female,Caucasian,Not Hispanic,1002_IWL_HAP_XX.wav,HAP,XX,IWL,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IWL_HAP_XX.wav
126,1002,21,Female,Caucasian,Not Hispanic,1002_IWL_NEU_XX.wav,NEU,XX,IWL,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IWL_NEU_XX.wav
127,1002,21,Female,Caucasian,Not Hispanic,1002_IWL_SAD_XX.wav,SAD,XX,IWL,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IWL_SAD_XX.wav
128,1002,21,Female,Caucasian,Not Hispanic,1002_IWW_ANG_XX.wav,ANG,XX,IWW,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IWW_ANG_XX.wav
129,1002,21,Female,Caucasian,Not Hispanic,1002_IWW_DIS_XX.wav,DIS,XX,IWW,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IWW_DIS_XX.wav
130,1002,21,Female,Caucasian,Not Hispanic,1002_IWW_FEA_XX.wav,FEA,XX,IWW,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IWW_FEA_XX.wav
131,1002,21,Female,Caucasian,Not Hispanic,1002_IWW_HAP_XX.wav,HAP,XX,IWW,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IWW_HAP_XX.wav
132,1002,21,Female,Caucasian,Not Hispanic,1002_IWW_NEU_XX.wav,NEU,XX,IWW,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IWW_NEU_XX.wav
133,1002,21,Female,Caucasian,Not Hispanic,1002_IWW_SAD_XX.wav,SAD,XX,IWW,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IWW_SAD_XX.wav
134,1002,21,Female,Caucasian,Not Hispanic,1002_MTI_ANG_XX.wav,ANG,XX,MTI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_MTI_ANG_XX.wav
135,1002,21,Female,Caucasian,Not Hispanic,1002_MTI_DIS_XX.wav,DIS,XX,MTI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_MTI_DIS_XX.wav
136,1002,21,Female,Caucasian,Not Hispanic,1002_MTI_FEA_XX.wav,FEA,XX,MTI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_MTI_FEA_XX.wav
137,1002,21,Female,Caucasian,Not Hispanic,1002_MTI_HAP_XX.wav,HAP,XX,MTI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_MTI_HAP_XX.wav
138,1002,21,Female,Caucasian,Not Hispanic,1002_MTI_NEU_XX.wav,NEU,XX,MTI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_MTI_NEU_XX.wav
139,1002,21,Female,Caucasian,Not Hispanic,1002_MTI_SAD_XX.wav,SAD,XX,MTI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_MTI_SAD_XX.wav
140,1002,21,Female,Caucasian,Not Hispanic,1002_TAI_ANG_XX.wav,ANG,XX,TAI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_TAI_ANG_XX.wav
141,1002,21,Female,Caucasian,Not Hispanic,1002_TAI_DIS_XX.wav,DIS,XX,TAI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_TAI_DIS_XX.wav
142,1002,21,Female,Caucasian,Not Hispanic,1002_TAI_FEA_XX.wav,FEA,XX,TAI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_TAI_FEA_XX.wav
143,1002,21,Female,Caucasian,Not Hispanic,1002_TAI_HAP_XX.wav,HAP,XX,TAI,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_TAI_HAP_XX.wav
