sex,Audio_file_name,Audio_file_path,Image_file_name,Image_file_path
Female,1037_IWW_FEA_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1037_IWW_FEA_XX.wav,1037_IWW_FEA_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1037_IWW_FEA_XX.wav_1024_512_128.jpg
Male,1033_ITH_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1033_ITH_SAD_XX.wav,1033_ITH_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1033_ITH_SAD_XX.wav_1024_512_128.jpg
Female,1008_IOM_ANG_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1008_IOM_ANG_XX.wav,1008_IOM_ANG_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1008_IOM_ANG_XX.wav_1024_512_128.jpg
Male,1019_IWW_HAP_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1019_IWW_HAP_XX.wav,1019_IWW_HAP_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1019_IWW_HAP_XX.wav_1024_512_128.jpg
Male,1040_ITH_FEA_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1040_ITH_FEA_XX.wav,1040_ITH_FEA_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1040_ITH_FEA_XX.wav_1024_512_128.jpg
Male,1038_IWL_DIS_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1038_IWL_DIS_XX.wav,1038_IWL_DIS_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1038_IWL_DIS_XX.wav_1024_512_128.jpg
Male,1065_ITH_DIS_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1065_ITH_DIS_XX.wav,1065_ITH_DIS_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1065_ITH_DIS_XX.wav_1024_512_128.jpg
Male,1090_IWL_HAP_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1090_IWL_HAP_XX.wav,1090_IWL_HAP_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1090_IWL_HAP_XX.wav_1024_512_128.jpg
Male,1051_ITS_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1051_ITS_SAD_XX.wav,1051_ITS_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1051_ITS_SAD_XX.wav_1024_512_128.jpg
Male,1070_IEO_DIS_LO.wav,/home/ubuntu/capstone/Data/AudioWAV/1070_IEO_DIS_LO.wav,1070_IEO_DIS_LO.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1070_IEO_DIS_LO.wav_1024_512_128.jpg
Male,1041_WSI_FEA_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1041_WSI_FEA_XX.wav,1041_WSI_FEA_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1041_WSI_FEA_XX.wav_1024_512_128.jpg
Female,1024_IWL_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1024_IWL_SAD_XX.wav,1024_IWL_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1024_IWL_SAD_XX.wav_1024_512_128.jpg
Female,1074_IEO_DIS_HI.wav,/home/ubuntu/capstone/Data/AudioWAV/1074_IEO_DIS_HI.wav,1074_IEO_DIS_HI.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1074_IEO_DIS_HI.wav_1024_512_128.jpg
Male,1022_IEO_SAD_MD.wav,/home/ubuntu/capstone/Data/AudioWAV/1022_IEO_SAD_MD.wav,1022_IEO_SAD_MD.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1022_IEO_SAD_MD.wav_1024_512_128.jpg
Female,1043_IEO_SAD_MD.wav,/home/ubuntu/capstone/Data/AudioWAV/1043_IEO_SAD_MD.wav,1043_IEO_SAD_MD.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1043_IEO_SAD_MD.wav_1024_512_128.jpg
Male,1077_WSI_DIS_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1077_WSI_DIS_XX.wav,1077_WSI_DIS_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1077_WSI_DIS_XX.wav_1024_512_128.jpg
Female,1004_DFA_HAP_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1004_DFA_HAP_XX.wav,1004_DFA_HAP_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1004_DFA_HAP_XX.wav_1024_512_128.jpg
Male,1068_ITS_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1068_ITS_SAD_XX.wav,1068_ITS_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1068_ITS_SAD_XX.wav_1024_512_128.jpg
Male,1042_WSI_ANG_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1042_WSI_ANG_XX.wav,1042_WSI_ANG_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1042_WSI_ANG_XX.wav_1024_512_128.jpg
Male,1014_IEO_SAD_LO.wav,/home/ubuntu/capstone/Data/AudioWAV/1014_IEO_SAD_LO.wav,1014_IEO_SAD_LO.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1014_IEO_SAD_LO.wav_1024_512_128.jpg
Female,1076_IEO_HAP_HI.wav,/home/ubuntu/capstone/Data/AudioWAV/1076_IEO_HAP_HI.wav,1076_IEO_HAP_HI.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1076_IEO_HAP_HI.wav_1024_512_128.jpg
Male,1064_IEO_DIS_LO.wav,/home/ubuntu/capstone/Data/AudioWAV/1064_IEO_DIS_LO.wav,1064_IEO_DIS_LO.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1064_IEO_DIS_LO.wav_1024_512_128.jpg
Male,1080_TSI_ANG_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1080_TSI_ANG_XX.wav,1080_TSI_ANG_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1080_TSI_ANG_XX.wav_1024_512_128.jpg
Female,1043_WSI_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1043_WSI_SAD_XX.wav,1043_WSI_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1043_WSI_SAD_XX.wav_1024_512_128.jpg
Male,1005_IOM_FEA_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1005_IOM_FEA_XX.wav,1005_IOM_FEA_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1005_IOM_FEA_XX.wav_1024_512_128.jpg
Male,1005_TAI_FEA_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1005_TAI_FEA_XX.wav,1005_TAI_FEA_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1005_TAI_FEA_XX.wav_1024_512_128.jpg
Male,1035_IWL_ANG_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1035_IWL_ANG_XX.wav,1035_IWL_ANG_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1035_IWL_ANG_XX.wav_1024_512_128.jpg
Male,1016_IOM_FEA_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1016_IOM_FEA_XX.wav,1016_IOM_FEA_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1016_IOM_FEA_XX.wav_1024_512_128.jpg
Male,1068_TSI_ANG_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1068_TSI_ANG_XX.wav,1068_TSI_ANG_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1068_TSI_ANG_XX.wav_1024_512_128.jpg
Male,1017_IEO_ANG_HI.wav,/home/ubuntu/capstone/Data/AudioWAV/1017_IEO_ANG_HI.wav,1017_IEO_ANG_HI.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1017_IEO_ANG_HI.wav_1024_512_128.jpg
Female,1012_TIE_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1012_TIE_SAD_XX.wav,1012_TIE_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1012_TIE_SAD_XX.wav_1024_512_128.jpg
Female,1084_IEO_HAP_MD.wav,/home/ubuntu/capstone/Data/AudioWAV/1084_IEO_HAP_MD.wav,1084_IEO_HAP_MD.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1084_IEO_HAP_MD.wav_1024_512_128.jpg
Male,1083_TIE_DIS_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1083_TIE_DIS_XX.wav,1083_TIE_DIS_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1083_TIE_DIS_XX.wav_1024_512_128.jpg
Male,1057_DFA_NEU_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1057_DFA_NEU_XX.wav,1057_DFA_NEU_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1057_DFA_NEU_XX.wav_1024_512_128.jpg
Male,1045_TIE_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1045_TIE_SAD_XX.wav,1045_TIE_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1045_TIE_SAD_XX.wav_1024_512_128.jpg
Male,1050_IWL_HAP_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1050_IWL_HAP_XX.wav,1050_IWL_HAP_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1050_IWL_HAP_XX.wav_1024_512_128.jpg
Male,1087_IEO_SAD_MD.wav,/home/ubuntu/capstone/Data/AudioWAV/1087_IEO_SAD_MD.wav,1087_IEO_SAD_MD.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1087_IEO_SAD_MD.wav_1024_512_128.jpg
Female,1074_IWL_ANG_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1074_IWL_ANG_XX.wav,1074_IWL_ANG_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1074_IWL_ANG_XX.wav_1024_512_128.jpg
Male,1083_MTI_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1083_MTI_SAD_XX.wav,1083_MTI_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1083_MTI_SAD_XX.wav_1024_512_128.jpg
Male,1064_TAI_HAP_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1064_TAI_HAP_XX.wav,1064_TAI_HAP_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1064_TAI_HAP_XX.wav_1024_512_128.jpg
Male,1062_MTI_NEU_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1062_MTI_NEU_XX.wav,1062_MTI_NEU_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1062_MTI_NEU_XX.wav_1024_512_128.jpg
Female,1043_IEO_HAP_HI.wav,/home/ubuntu/capstone/Data/AudioWAV/1043_IEO_HAP_HI.wav,1043_IEO_HAP_HI.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1043_IEO_HAP_HI.wav_1024_512_128.jpg
Male,1057_IOM_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1057_IOM_SAD_XX.wav,1057_IOM_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1057_IOM_SAD_XX.wav_1024_512_128.jpg
Male,1016_MTI_FEA_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1016_MTI_FEA_XX.wav,1016_MTI_FEA_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1016_MTI_FEA_XX.wav_1024_512_128.jpg
Male,1042_TIE_ANG_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1042_TIE_ANG_XX.wav,1042_TIE_ANG_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1042_TIE_ANG_XX.wav_1024_512_128.jpg
Male,1090_DFA_NEU_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1090_DFA_NEU_XX.wav,1090_DFA_NEU_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1090_DFA_NEU_XX.wav_1024_512_128.jpg
Female,1072_ITH_FEA_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1072_ITH_FEA_XX.wav,1072_ITH_FEA_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1072_ITH_FEA_XX.wav_1024_512_128.jpg
Male,1057_ITS_NEU_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1057_ITS_NEU_XX.wav,1057_ITS_NEU_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1057_ITS_NEU_XX.wav_1024_512_128.jpg
Female,1002_DFA_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1002_DFA_SAD_XX.wav,1002_DFA_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1002_DFA_SAD_XX.wav_1024_512_128.jpg
Female,1004_IEO_HAP_HI.wav,/home/ubuntu/capstone/Data/AudioWAV/1004_IEO_HAP_HI.wav,1004_IEO_HAP_HI.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1004_IEO_HAP_HI.wav_1024_512_128.jpg
Male,1071_ITH_DIS_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1071_ITH_DIS_XX.wav,1071_ITH_DIS_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1071_ITH_DIS_XX.wav_1024_512_128.jpg
Male,1083_IEO_ANG_HI.wav,/home/ubuntu/capstone/Data/AudioWAV/1083_IEO_ANG_HI.wav,1083_IEO_ANG_HI.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1083_IEO_ANG_HI.wav_1024_512_128.jpg
Male,1005_IWL_FEA_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1005_IWL_FEA_XX.wav,1005_IWL_FEA_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1005_IWL_FEA_XX.wav_1024_512_128.jpg
Female,1008_IWW_DIS_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1008_IWW_DIS_XX.wav,1008_IWW_DIS_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1008_IWW_DIS_XX.wav_1024_512_128.jpg
Male,1070_IWW_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1070_IWW_SAD_XX.wav,1070_IWW_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1070_IWW_SAD_XX.wav_1024_512_128.jpg
Female,1025_IEO_FEA_MD.wav,/home/ubuntu/capstone/Data/AudioWAV/1025_IEO_FEA_MD.wav,1025_IEO_FEA_MD.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1025_IEO_FEA_MD.wav_1024_512_128.jpg
Male,1016_WSI_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1016_WSI_SAD_XX.wav,1016_WSI_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1016_WSI_SAD_XX.wav_1024_512_128.jpg
Female,1049_IWL_HAP_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1049_IWL_HAP_XX.wav,1049_IWL_HAP_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1049_IWL_HAP_XX.wav_1024_512_128.jpg
Male,1069_IOM_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1069_IOM_SAD_XX.wav,1069_IOM_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1069_IOM_SAD_XX.wav_1024_512_128.jpg
Male,1050_IEO_NEU_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1050_IEO_NEU_XX.wav,1050_IEO_NEU_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1050_IEO_NEU_XX.wav_1024_512_128.jpg
Male,1085_IEO_DIS_MD.wav,/home/ubuntu/capstone/Data/AudioWAV/1085_IEO_DIS_MD.wav,1085_IEO_DIS_MD.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1085_IEO_DIS_MD.wav_1024_512_128.jpg
Female,1063_MTI_FEA_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1063_MTI_FEA_XX.wav,1063_MTI_FEA_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1063_MTI_FEA_XX.wav_1024_512_128.jpg
Male,1064_TIE_DIS_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1064_TIE_DIS_XX.wav,1064_TIE_DIS_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1064_TIE_DIS_XX.wav_1024_512_128.jpg
Male,1031_WSI_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1031_WSI_SAD_XX.wav,1031_WSI_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1031_WSI_SAD_XX.wav_1024_512_128.jpg
Male,1042_TAI_NEU_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1042_TAI_NEU_XX.wav,1042_TAI_NEU_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1042_TAI_NEU_XX.wav_1024_512_128.jpg
Male,1050_TIE_ANG_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1050_TIE_ANG_XX.wav,1050_TIE_ANG_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1050_TIE_ANG_XX.wav_1024_512_128.jpg
Male,1064_ITH_ANG_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1064_ITH_ANG_XX.wav,1064_ITH_ANG_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1064_ITH_ANG_XX.wav_1024_512_128.jpg
Male,1065_TSI_HAP_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1065_TSI_HAP_XX.wav,1065_TSI_HAP_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1065_TSI_HAP_XX.wav_1024_512_128.jpg
Female,1006_IEO_ANG_LO.wav,/home/ubuntu/capstone/Data/AudioWAV/1006_IEO_ANG_LO.wav,1006_IEO_ANG_LO.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1006_IEO_ANG_LO.wav_1024_512_128.jpg
Female,1004_WSI_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1004_WSI_SAD_XX.wav,1004_WSI_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1004_WSI_SAD_XX.wav_1024_512_128.jpg
Male,1040_WSI_FEA_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1040_WSI_FEA_XX.wav,1040_WSI_FEA_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1040_WSI_FEA_XX.wav_1024_512_128.jpg
Male,1035_IEO_FEA_MD.wav,/home/ubuntu/capstone/Data/AudioWAV/1035_IEO_FEA_MD.wav,1035_IEO_FEA_MD.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1035_IEO_FEA_MD.wav_1024_512_128.jpg
Female,1043_TSI_HAP_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1043_TSI_HAP_XX.wav,1043_TSI_HAP_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1043_TSI_HAP_XX.wav_1024_512_128.jpg
Female,1060_ITH_SAD_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1060_ITH_SAD_XX.wav,1060_ITH_SAD_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1060_ITH_SAD_XX.wav_1024_512_128.jpg
Male,1069_TIE_FEA_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1069_TIE_FEA_XX.wav,1069_TIE_FEA_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1069_TIE_FEA_XX.wav_1024_512_128.jpg
Female,1037_IWW_ANG_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1037_IWW_ANG_XX.wav,1037_IWW_ANG_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1037_IWW_ANG_XX.wav_1024_512_128.jpg
Male,1032_WSI_HAP_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1032_WSI_HAP_XX.wav,1032_WSI_HAP_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1032_WSI_HAP_XX.wav_1024_512_128.jpg
Female,1028_IWL_NEU_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1028_IWL_NEU_XX.wav,1028_IWL_NEU_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1028_IWL_NEU_XX.wav_1024_512_128.jpg
Female,1028_ITH_NEU_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1028_ITH_NEU_XX.wav,1028_ITH_NEU_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1028_ITH_NEU_XX.wav_1024_512_128.jpg
Male,1048_TSI_NEU_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1048_TSI_NEU_XX.wav,1048_TSI_NEU_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1048_TSI_NEU_XX.wav_1024_512_128.jpg
Female,1043_ITH_NEU_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1043_ITH_NEU_XX.wav,1043_ITH_NEU_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1043_ITH_NEU_XX.wav_1024_512_128.jpg
Female,1058_TIE_ANG_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1058_TIE_ANG_XX.wav,1058_TIE_ANG_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1058_TIE_ANG_XX.wav_1024_512_128.jpg
Female,1020_MTI_NEU_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1020_MTI_NEU_XX.wav,1020_MTI_NEU_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1020_MTI_NEU_XX.wav_1024_512_128.jpg
Female,1021_ITH_NEU_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1021_ITH_NEU_XX.wav,1021_ITH_NEU_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1021_ITH_NEU_XX.wav_1024_512_128.jpg
Female,1004_IEO_ANG_HI.wav,/home/ubuntu/capstone/Data/AudioWAV/1004_IEO_ANG_HI.wav,1004_IEO_ANG_HI.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1004_IEO_ANG_HI.wav_1024_512_128.jpg
Female,1056_TIE_DIS_XX.wav,/home/ubuntu/capstone/Data/AudioWAV/1056_TIE_DIS_XX.wav,1056_TIE_DIS_XX.wav_1024_512_128.jpg,/home/ubuntu/capstone/Data/Mel_Spectrograms/1056_TIE_DIS_XX.wav_1024_512_128.jpg
