,File Name,emotion,audio_path,image_name
62,1076_TSI_ANG_XX.wav,ANG,AudioWAV/1076_TSI_ANG_XX.wav,1076_TSI_ANG_XX.wav.jpg
63,1063_IEO_DIS_HI.wav,DIS,AudioWAV/1063_IEO_DIS_HI.wav,1063_IEO_DIS_HI.wav.jpg
64,1004_IWW_ANG_XX.wav,ANG,AudioWAV/1004_IWW_ANG_XX.wav,1004_IWW_ANG_XX.wav.jpg
65,1091_IOM_NEU_XX.wav,NEU,AudioWAV/1091_IOM_NEU_XX.wav,1091_IOM_NEU_XX.wav.jpg
66,1051_WSI_HAP_XX.wav,HAP,AudioWAV/1051_WSI_HAP_XX.wav,1051_WSI_HAP_XX.wav.jpg
67,1073_TIE_FEA_XX.wav,FEA,AudioWAV/1073_TIE_FEA_XX.wav,1073_TIE_FEA_XX.wav.jpg
68,1082_WSI_ANG_XX.wav,ANG,AudioWAV/1082_WSI_ANG_XX.wav,1082_WSI_ANG_XX.wav.jpg
69,1077_IWL_DIS_XX.wav,DIS,AudioWAV/1077_IWL_DIS_XX.wav,1077_IWL_DIS_XX.wav.jpg
70,1078_TIE_SAD_XX.wav,SAD,AudioWAV/1078_TIE_SAD_XX.wav,1078_TIE_SAD_XX.wav.jpg
71,1054_TSI_NEU_XX.wav,NEU,AudioWAV/1054_TSI_NEU_XX.wav,1054_TSI_NEU_XX.wav.jpg
72,1015_ITS_DIS_XX.wav,DIS,AudioWAV/1015_ITS_DIS_XX.wav,1015_ITS_DIS_XX.wav.jpg
73,1018_TIE_ANG_XX.wav,ANG,AudioWAV/1018_TIE_ANG_XX.wav,1018_TIE_ANG_XX.wav.jpg
74,1052_TAI_DIS_XX.wav,DIS,AudioWAV/1052_TAI_DIS_XX.wav,1052_TAI_DIS_XX.wav.jpg
75,1044_WSI_DIS_XX.wav,DIS,AudioWAV/1044_WSI_DIS_XX.wav,1044_WSI_DIS_XX.wav.jpg
76,1068_IEO_DIS_MD.wav,DIS,AudioWAV/1068_IEO_DIS_MD.wav,1068_IEO_DIS_MD.wav.jpg
77,1065_IEO_SAD_LO.wav,SAD,AudioWAV/1065_IEO_SAD_LO.wav,1065_IEO_SAD_LO.wav.jpg
78,1091_IEO_HAP_LO.wav,HAP,AudioWAV/1091_IEO_HAP_LO.wav,1091_IEO_HAP_LO.wav.jpg
79,1048_ITH_HAP_XX.wav,HAP,AudioWAV/1048_ITH_HAP_XX.wav,1048_ITH_HAP_XX.wav.jpg
80,1052_IWW_HAP_XX.wav,HAP,AudioWAV/1052_IWW_HAP_XX.wav,1052_IWW_HAP_XX.wav.jpg
81,1045_IWL_NEU_XX.wav,NEU,AudioWAV/1045_IWL_NEU_XX.wav,1045_IWL_NEU_XX.wav.jpg
82,1063_IOM_HAP_XX.wav,HAP,AudioWAV/1063_IOM_HAP_XX.wav,1063_IOM_HAP_XX.wav.jpg
83,1064_MTI_DIS_XX.wav,DIS,AudioWAV/1064_MTI_DIS_XX.wav,1064_MTI_DIS_XX.wav.jpg
84,1072_IWW_SAD_XX.wav,SAD,AudioWAV/1072_IWW_SAD_XX.wav,1072_IWW_SAD_XX.wav.jpg
85,1001_ITH_HAP_XX.wav,HAP,AudioWAV/1001_ITH_HAP_XX.wav,1001_ITH_HAP_XX.wav.jpg
86,1088_ITH_DIS_XX.wav,DIS,AudioWAV/1088_ITH_DIS_XX.wav,1088_ITH_DIS_XX.wav.jpg
87,1053_IWW_DIS_XX.wav,DIS,AudioWAV/1053_IWW_DIS_XX.wav,1053_IWW_DIS_XX.wav.jpg
88,1008_MTI_ANG_XX.wav,ANG,AudioWAV/1008_MTI_ANG_XX.wav,1008_MTI_ANG_XX.wav.jpg
89,1050_MTI_ANG_XX.wav,ANG,AudioWAV/1050_MTI_ANG_XX.wav,1050_MTI_ANG_XX.wav.jpg
90,1011_IOM_DIS_XX.wav,DIS,AudioWAV/1011_IOM_DIS_XX.wav,1011_IOM_DIS_XX.wav.jpg
91,1066_TAI_SAD_XX.wav,SAD,AudioWAV/1066_TAI_SAD_XX.wav,1066_TAI_SAD_XX.wav.jpg
92,1034_IOM_NEU_XX.wav,NEU,AudioWAV/1034_IOM_NEU_XX.wav,1034_IOM_NEU_XX.wav.jpg
93,1050_IEO_FEA_LO.wav,FEA,AudioWAV/1050_IEO_FEA_LO.wav,1050_IEO_FEA_LO.wav.jpg
94,1069_IWW_DIS_XX.wav,DIS,AudioWAV/1069_IWW_DIS_XX.wav,1069_IWW_DIS_XX.wav.jpg
95,1086_IWL_SAD_XX.wav,SAD,AudioWAV/1086_IWL_SAD_XX.wav,1086_IWL_SAD_XX.wav.jpg
96,1074_MTI_FEA_XX.wav,FEA,AudioWAV/1074_MTI_FEA_XX.wav,1074_MTI_FEA_XX.wav.jpg
97,1002_IEO_DIS_MD.wav,DIS,AudioWAV/1002_IEO_DIS_MD.wav,1002_IEO_DIS_MD.wav.jpg
98,1040_WSI_SAD_XX.wav,SAD,AudioWAV/1040_WSI_SAD_XX.wav,1040_WSI_SAD_XX.wav.jpg
99,1053_IWL_NEU_XX.wav,NEU,AudioWAV/1053_IWL_NEU_XX.wav,1053_IWL_NEU_XX.wav.jpg
100,1030_WSI_FEA_XX.wav,FEA,AudioWAV/1030_WSI_FEA_XX.wav,1030_WSI_FEA_XX.wav.jpg
101,1007_IEO_ANG_MD.wav,ANG,AudioWAV/1007_IEO_ANG_MD.wav,1007_IEO_ANG_MD.wav.jpg
102,1091_ITH_SAD_XX.wav,SAD,AudioWAV/1091_ITH_SAD_XX.wav,1091_ITH_SAD_XX.wav.jpg
103,1048_IWL_NEU_XX.wav,NEU,AudioWAV/1048_IWL_NEU_XX.wav,1048_IWL_NEU_XX.wav.jpg
104,1032_IEO_SAD_HI.wav,SAD,AudioWAV/1032_IEO_SAD_HI.wav,1032_IEO_SAD_HI.wav.jpg
105,1022_TIE_ANG_XX.wav,ANG,AudioWAV/1022_TIE_ANG_XX.wav,1022_TIE_ANG_XX.wav.jpg
106,1025_TAI_NEU_XX.wav,NEU,AudioWAV/1025_TAI_NEU_XX.wav,1025_TAI_NEU_XX.wav.jpg
107,1016_ITS_ANG_XX.wav,ANG,AudioWAV/1016_ITS_ANG_XX.wav,1016_ITS_ANG_XX.wav.jpg
108,1016_IEO_ANG_HI.wav,ANG,AudioWAV/1016_IEO_ANG_HI.wav,1016_IEO_ANG_HI.wav.jpg
109,1071_IEO_NEU_XX.wav,NEU,AudioWAV/1071_IEO_NEU_XX.wav,1071_IEO_NEU_XX.wav.jpg
110,1003_TIE_ANG_XX.wav,ANG,AudioWAV/1003_TIE_ANG_XX.wav,1003_TIE_ANG_XX.wav.jpg
111,1078_ITH_ANG_XX.wav,ANG,AudioWAV/1078_ITH_ANG_XX.wav,1078_ITH_ANG_XX.wav.jpg
112,1051_WSI_FEA_XX.wav,FEA,AudioWAV/1051_WSI_FEA_XX.wav,1051_WSI_FEA_XX.wav.jpg
113,1081_ITS_DIS_XX.wav,DIS,AudioWAV/1081_ITS_DIS_XX.wav,1081_ITS_DIS_XX.wav.jpg
114,1023_MTI_ANG_XX.wav,ANG,AudioWAV/1023_MTI_ANG_XX.wav,1023_MTI_ANG_XX.wav.jpg
115,1016_WSI_NEU_XX.wav,NEU,AudioWAV/1016_WSI_NEU_XX.wav,1016_WSI_NEU_XX.wav.jpg
116,1072_WSI_FEA_XX.wav,FEA,AudioWAV/1072_WSI_FEA_XX.wav,1072_WSI_FEA_XX.wav.jpg
117,1021_ITS_SAD_XX.wav,SAD,AudioWAV/1021_ITS_SAD_XX.wav,1021_ITS_SAD_XX.wav.jpg
118,1017_WSI_HAP_XX.wav,HAP,AudioWAV/1017_WSI_HAP_XX.wav,1017_WSI_HAP_XX.wav.jpg
119,1065_TIE_SAD_XX.wav,SAD,AudioWAV/1065_TIE_SAD_XX.wav,1065_TIE_SAD_XX.wav.jpg
120,1005_TAI_DIS_XX.wav,DIS,AudioWAV/1005_TAI_DIS_XX.wav,1005_TAI_DIS_XX.wav.jpg
121,1085_IEO_ANG_MD.wav,ANG,AudioWAV/1085_IEO_ANG_MD.wav,1085_IEO_ANG_MD.wav.jpg
122,1018_IEO_ANG_MD.wav,ANG,AudioWAV/1018_IEO_ANG_MD.wav,1018_IEO_ANG_MD.wav.jpg
123,1072_ITH_HAP_XX.wav,HAP,AudioWAV/1072_ITH_HAP_XX.wav,1072_ITH_HAP_XX.wav.jpg
124,1033_IWL_HAP_XX.wav,HAP,AudioWAV/1033_IWL_HAP_XX.wav,1033_IWL_HAP_XX.wav.jpg
125,1011_IWW_HAP_XX.wav,HAP,AudioWAV/1011_IWW_HAP_XX.wav,1011_IWW_HAP_XX.wav.jpg
126,1075_MTI_SAD_XX.wav,SAD,AudioWAV/1075_MTI_SAD_XX.wav,1075_MTI_SAD_XX.wav.jpg
127,1051_TAI_ANG_XX.wav,ANG,AudioWAV/1051_TAI_ANG_XX.wav,1051_TAI_ANG_XX.wav.jpg
128,1062_TSI_ANG_XX.wav,ANG,AudioWAV/1062_TSI_ANG_XX.wav,1062_TSI_ANG_XX.wav.jpg
129,1056_IOM_SAD_XX.wav,SAD,AudioWAV/1056_IOM_SAD_XX.wav,1056_IOM_SAD_XX.wav.jpg
130,1034_ITS_FEA_XX.wav,FEA,AudioWAV/1034_ITS_FEA_XX.wav,1034_ITS_FEA_XX.wav.jpg
131,1066_ITS_NEU_XX.wav,NEU,AudioWAV/1066_ITS_NEU_XX.wav,1066_ITS_NEU_XX.wav.jpg
132,1017_ITS_HAP_XX.wav,HAP,AudioWAV/1017_ITS_HAP_XX.wav,1017_ITS_HAP_XX.wav.jpg
133,1090_TAI_HAP_XX.wav,HAP,AudioWAV/1090_TAI_HAP_XX.wav,1090_TAI_HAP_XX.wav.jpg
134,1076_DFA_DIS_XX.wav,DIS,AudioWAV/1076_DFA_DIS_XX.wav,1076_DFA_DIS_XX.wav.jpg
135,1061_TAI_ANG_XX.wav,ANG,AudioWAV/1061_TAI_ANG_XX.wav,1061_TAI_ANG_XX.wav.jpg
136,1050_ITS_FEA_XX.wav,FEA,AudioWAV/1050_ITS_FEA_XX.wav,1050_ITS_FEA_XX.wav.jpg
137,1001_ITH_DIS_XX.wav,DIS,AudioWAV/1001_ITH_DIS_XX.wav,1001_ITH_DIS_XX.wav.jpg
138,1010_IWW_HAP_XX.wav,HAP,AudioWAV/1010_IWW_HAP_XX.wav,1010_IWW_HAP_XX.wav.jpg
139,1055_IWL_SAD_XX.wav,SAD,AudioWAV/1055_IWL_SAD_XX.wav,1055_IWL_SAD_XX.wav.jpg
140,1031_MTI_DIS_XX.wav,DIS,AudioWAV/1031_MTI_DIS_XX.wav,1031_MTI_DIS_XX.wav.jpg
141,1050_DFA_DIS_XX.wav,DIS,AudioWAV/1050_DFA_DIS_XX.wav,1050_DFA_DIS_XX.wav.jpg
142,1060_TIE_SAD_XX.wav,SAD,AudioWAV/1060_TIE_SAD_XX.wav,1060_TIE_SAD_XX.wav.jpg
143,1030_TAI_HAP_XX.wav,HAP,AudioWAV/1030_TAI_HAP_XX.wav,1030_TAI_HAP_XX.wav.jpg
144,1038_TAI_FEA_XX.wav,FEA,AudioWAV/1038_TAI_FEA_XX.wav,1038_TAI_FEA_XX.wav.jpg
145,1081_MTI_NEU_XX.wav,NEU,AudioWAV/1081_MTI_NEU_XX.wav,1081_MTI_NEU_XX.wav.jpg
146,1008_IOM_HAP_XX.wav,HAP,AudioWAV/1008_IOM_HAP_XX.wav,1008_IOM_HAP_XX.wav.jpg
147,1007_IWL_FEA_XX.wav,FEA,AudioWAV/1007_IWL_FEA_XX.wav,1007_IWL_FEA_XX.wav.jpg
148,1032_ITS_ANG_XX.wav,ANG,AudioWAV/1032_ITS_ANG_XX.wav,1032_ITS_ANG_XX.wav.jpg
149,1004_IWW_HAP_XX.wav,HAP,AudioWAV/1004_IWW_HAP_XX.wav,1004_IWW_HAP_XX.wav.jpg
150,1053_ITS_SAD_XX.wav,SAD,AudioWAV/1053_ITS_SAD_XX.wav,1053_ITS_SAD_XX.wav.jpg
151,1064_DFA_NEU_XX.wav,NEU,AudioWAV/1064_DFA_NEU_XX.wav,1064_DFA_NEU_XX.wav.jpg
152,1002_WSI_NEU_XX.wav,NEU,AudioWAV/1002_WSI_NEU_XX.wav,1002_WSI_NEU_XX.wav.jpg
153,1062_IEO_HAP_LO.wav,HAP,AudioWAV/1062_IEO_HAP_LO.wav,1062_IEO_HAP_LO.wav.jpg
154,1056_WSI_ANG_XX.wav,ANG,AudioWAV/1056_WSI_ANG_XX.wav,1056_WSI_ANG_XX.wav.jpg
155,1063_DFA_NEU_XX.wav,NEU,AudioWAV/1063_DFA_NEU_XX.wav,1063_DFA_NEU_XX.wav.jpg
156,1029_IEO_DIS_HI.wav,DIS,AudioWAV/1029_IEO_DIS_HI.wav,1029_IEO_DIS_HI.wav.jpg
157,1027_ITS_ANG_XX.wav,ANG,AudioWAV/1027_ITS_ANG_XX.wav,1027_ITS_ANG_XX.wav.jpg
158,1029_IWW_NEU_XX.wav,NEU,AudioWAV/1029_IWW_NEU_XX.wav,1029_IWW_NEU_XX.wav.jpg
159,1075_MTI_HAP_XX.wav,HAP,AudioWAV/1075_MTI_HAP_XX.wav,1075_MTI_HAP_XX.wav.jpg
160,1026_IEO_HAP_MD.wav,HAP,AudioWAV/1026_IEO_HAP_MD.wav,1026_IEO_HAP_MD.wav.jpg
161,1030_MTI_HAP_XX.wav,HAP,AudioWAV/1030_MTI_HAP_XX.wav,1030_MTI_HAP_XX.wav.jpg
162,1050_IOM_DIS_XX.wav,DIS,AudioWAV/1050_IOM_DIS_XX.wav,1050_IOM_DIS_XX.wav.jpg
163,1012_TIE_HAP_XX.wav,HAP,AudioWAV/1012_TIE_HAP_XX.wav,1012_TIE_HAP_XX.wav.jpg
164,1081_ITS_HAP_XX.wav,HAP,AudioWAV/1081_ITS_HAP_XX.wav,1081_ITS_HAP_XX.wav.jpg
165,1061_ITH_HAP_XX.wav,HAP,AudioWAV/1061_ITH_HAP_XX.wav,1061_ITH_HAP_XX.wav.jpg
166,1073_IWW_NEU_XX.wav,NEU,AudioWAV/1073_IWW_NEU_XX.wav,1073_IWW_NEU_XX.wav.jpg
167,1016_IWW_ANG_XX.wav,ANG,AudioWAV/1016_IWW_ANG_XX.wav,1016_IWW_ANG_XX.wav.jpg
168,1020_IEO_SAD_LO.wav,SAD,AudioWAV/1020_IEO_SAD_LO.wav,1020_IEO_SAD_LO.wav.jpg
169,1012_DFA_FEA_XX.wav,FEA,AudioWAV/1012_DFA_FEA_XX.wav,1012_DFA_FEA_XX.wav.jpg
170,1070_IEO_SAD_MD.wav,SAD,AudioWAV/1070_IEO_SAD_MD.wav,1070_IEO_SAD_MD.wav.jpg
171,1062_IEO_FEA_MD.wav,FEA,AudioWAV/1062_IEO_FEA_MD.wav,1062_IEO_FEA_MD.wav.jpg
172,1031_DFA_SAD_XX.wav,SAD,AudioWAV/1031_DFA_SAD_XX.wav,1031_DFA_SAD_XX.wav.jpg
173,1036_IEO_ANG_MD.wav,ANG,AudioWAV/1036_IEO_ANG_MD.wav,1036_IEO_ANG_MD.wav.jpg
174,1036_DFA_NEU_XX.wav,NEU,AudioWAV/1036_DFA_NEU_XX.wav,1036_DFA_NEU_XX.wav.jpg
175,1063_MTI_SAD_XX.wav,SAD,AudioWAV/1063_MTI_SAD_XX.wav,1063_MTI_SAD_XX.wav.jpg
176,1036_WSI_SAD_XX.wav,SAD,AudioWAV/1036_WSI_SAD_XX.wav,1036_WSI_SAD_XX.wav.jpg
177,1016_TAI_ANG_XX.wav,ANG,AudioWAV/1016_TAI_ANG_XX.wav,1016_TAI_ANG_XX.wav.jpg
178,1033_ITS_SAD_XX.wav,SAD,AudioWAV/1033_ITS_SAD_XX.wav,1033_ITS_SAD_XX.wav.jpg
179,1021_IEO_FEA_LO.wav,FEA,AudioWAV/1021_IEO_FEA_LO.wav,1021_IEO_FEA_LO.wav.jpg
180,1019_IEO_ANG_LO.wav,ANG,AudioWAV/1019_IEO_ANG_LO.wav,1019_IEO_ANG_LO.wav.jpg
181,1010_IEO_ANG_MD.wav,ANG,AudioWAV/1010_IEO_ANG_MD.wav,1010_IEO_ANG_MD.wav.jpg
182,1013_TSI_DIS_XX.wav,DIS,AudioWAV/1013_TSI_DIS_XX.wav,1013_TSI_DIS_XX.wav.jpg
183,1057_IEO_HAP_MD.wav,HAP,AudioWAV/1057_IEO_HAP_MD.wav,1057_IEO_HAP_MD.wav.jpg
184,1070_ITH_SAD_XX.wav,SAD,AudioWAV/1070_ITH_SAD_XX.wav,1070_ITH_SAD_XX.wav.jpg
185,1016_ITH_ANG_XX.wav,ANG,AudioWAV/1016_ITH_ANG_XX.wav,1016_ITH_ANG_XX.wav.jpg
186,1012_TSI_DIS_XX.wav,DIS,AudioWAV/1012_TSI_DIS_XX.wav,1012_TSI_DIS_XX.wav.jpg
187,1048_TSI_DIS_XX.wav,DIS,AudioWAV/1048_TSI_DIS_XX.wav,1048_TSI_DIS_XX.wav.jpg
188,1043_WSI_HAP_XX.wav,HAP,AudioWAV/1043_WSI_HAP_XX.wav,1043_WSI_HAP_XX.wav.jpg
189,1044_ITS_ANG_XX.wav,ANG,AudioWAV/1044_ITS_ANG_XX.wav,1044_ITS_ANG_XX.wav.jpg
190,1060_MTI_NEU_XX.wav,NEU,AudioWAV/1060_MTI_NEU_XX.wav,1060_MTI_NEU_XX.wav.jpg
191,1039_MTI_FEA_XX.wav,FEA,AudioWAV/1039_MTI_FEA_XX.wav,1039_MTI_FEA_XX.wav.jpg
192,1029_IEO_ANG_HI.wav,ANG,AudioWAV/1029_IEO_ANG_HI.wav,1029_IEO_ANG_HI.wav.jpg
193,1085_IOM_DIS_XX.wav,DIS,AudioWAV/1085_IOM_DIS_XX.wav,1085_IOM_DIS_XX.wav.jpg
194,1014_ITS_DIS_XX.wav,DIS,AudioWAV/1014_ITS_DIS_XX.wav,1014_ITS_DIS_XX.wav.jpg
195,1060_IWW_SAD_XX.wav,SAD,AudioWAV/1060_IWW_SAD_XX.wav,1060_IWW_SAD_XX.wav.jpg
196,1085_TSI_ANG_XX.wav,ANG,AudioWAV/1085_TSI_ANG_XX.wav,1085_TSI_ANG_XX.wav.jpg
197,1003_TAI_ANG_XX.wav,ANG,AudioWAV/1003_TAI_ANG_XX.wav,1003_TAI_ANG_XX.wav.jpg
198,1052_IEO_DIS_HI.wav,DIS,AudioWAV/1052_IEO_DIS_HI.wav,1052_IEO_DIS_HI.wav.jpg
199,1016_IEO_FEA_MD.wav,FEA,AudioWAV/1016_IEO_FEA_MD.wav,1016_IEO_FEA_MD.wav.jpg
200,1060_ITH_DIS_XX.wav,DIS,AudioWAV/1060_ITH_DIS_XX.wav,1060_ITH_DIS_XX.wav.jpg
201,1056_ITH_NEU_XX.wav,NEU,AudioWAV/1056_ITH_NEU_XX.wav,1056_ITH_NEU_XX.wav.jpg
202,1064_TIE_SAD_XX.wav,SAD,AudioWAV/1064_TIE_SAD_XX.wav,1064_TIE_SAD_XX.wav.jpg
203,1054_IWL_DIS_XX.wav,DIS,AudioWAV/1054_IWL_DIS_XX.wav,1054_IWL_DIS_XX.wav.jpg
204,1016_TSI_FEA_XX.wav,FEA,AudioWAV/1016_TSI_FEA_XX.wav,1016_TSI_FEA_XX.wav.jpg
