,File Name,path,Sex,image_name
17,1076_DFA_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1076_DFA_FEA_XX.wav,Female,1076_DFA_FEA_XX.wav.jpg
18,1067_TAI_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1067_TAI_HAP_XX.wav,Male,1067_TAI_HAP_XX.wav.jpg
19,1039_TSI_SAD_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1039_TSI_SAD_XX.wav,Male,1039_TSI_SAD_XX.wav.jpg
20,1040_IOM_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1040_IOM_ANG_XX.wav,Male,1040_IOM_ANG_XX.wav.jpg
21,1052_TAI_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1052_TAI_ANG_XX.wav,Female,1052_TAI_ANG_XX.wav.jpg
22,1079_MTI_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1079_MTI_ANG_XX.wav,Female,1079_MTI_ANG_XX.wav.jpg
23,1081_DFA_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1081_DFA_ANG_XX.wav,Male,1081_DFA_ANG_XX.wav.jpg
24,1050_TAI_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1050_TAI_HAP_XX.wav,Male,1050_TAI_HAP_XX.wav.jpg
25,1051_MTI_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1051_MTI_ANG_XX.wav,Male,1051_MTI_ANG_XX.wav.jpg
26,1051_IOM_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1051_IOM_FEA_XX.wav,Male,1051_IOM_FEA_XX.wav.jpg
27,1076_WSI_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1076_WSI_FEA_XX.wav,Female,1076_WSI_FEA_XX.wav.jpg
28,1071_ITH_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1071_ITH_ANG_XX.wav,Male,1071_ITH_ANG_XX.wav.jpg
29,1078_ITS_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1078_ITS_HAP_XX.wav,Female,1078_ITS_HAP_XX.wav.jpg
30,1033_TIE_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1033_TIE_ANG_XX.wav,Male,1033_TIE_ANG_XX.wav.jpg
31,1046_IEO_DIS_LO.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1046_IEO_DIS_LO.wav,Female,1046_IEO_DIS_LO.wav.jpg
32,1009_DFA_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1009_DFA_ANG_XX.wav,Female,1009_DFA_ANG_XX.wav.jpg
33,1034_IEO_DIS_MD.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1034_IEO_DIS_MD.wav,Male,1034_IEO_DIS_MD.wav.jpg
34,1023_WSI_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1023_WSI_ANG_XX.wav,Male,1023_WSI_ANG_XX.wav.jpg
35,1038_IEO_FEA_LO.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1038_IEO_FEA_LO.wav,Male,1038_IEO_FEA_LO.wav.jpg
36,1067_IOM_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1067_IOM_NEU_XX.wav,Male,1067_IOM_NEU_XX.wav.jpg
37,1035_MTI_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1035_MTI_HAP_XX.wav,Male,1035_MTI_HAP_XX.wav.jpg
38,1044_ITH_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1044_ITH_DIS_XX.wav,Male,1044_ITH_DIS_XX.wav.jpg
39,1089_ITS_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1089_ITS_HAP_XX.wav,Female,1089_ITS_HAP_XX.wav.jpg
40,1077_TIE_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1077_TIE_FEA_XX.wav,Male,1077_TIE_FEA_XX.wav.jpg
41,1069_ITH_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1069_ITH_DIS_XX.wav,Male,1069_ITH_DIS_XX.wav.jpg
42,1040_DFA_SAD_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1040_DFA_SAD_XX.wav,Male,1040_DFA_SAD_XX.wav.jpg
43,1072_ITH_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1072_ITH_ANG_XX.wav,Female,1072_ITH_ANG_XX.wav.jpg
44,1055_TAI_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1055_TAI_FEA_XX.wav,Female,1055_TAI_FEA_XX.wav.jpg
45,1057_DFA_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1057_DFA_NEU_XX.wav,Male,1057_DFA_NEU_XX.wav.jpg
46,1088_WSI_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1088_WSI_NEU_XX.wav,Male,1088_WSI_NEU_XX.wav.jpg
47,1044_IEO_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1044_IEO_NEU_XX.wav,Male,1044_IEO_NEU_XX.wav.jpg
48,1034_IWL_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1034_IWL_FEA_XX.wav,Male,1034_IWL_FEA_XX.wav.jpg
49,1028_MTI_SAD_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1028_MTI_SAD_XX.wav,Female,1028_MTI_SAD_XX.wav.jpg
50,1076_MTI_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1076_MTI_DIS_XX.wav,Female,1076_MTI_DIS_XX.wav.jpg
51,1048_IWL_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1048_IWL_DIS_XX.wav,Male,1048_IWL_DIS_XX.wav.jpg
52,1036_IWL_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1036_IWL_HAP_XX.wav,Male,1036_IWL_HAP_XX.wav.jpg
53,1088_IWL_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1088_IWL_HAP_XX.wav,Male,1088_IWL_HAP_XX.wav.jpg
54,1087_IWW_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1087_IWW_HAP_XX.wav,Male,1087_IWW_HAP_XX.wav.jpg
55,1058_DFA_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1058_DFA_FEA_XX.wav,Female,1058_DFA_FEA_XX.wav.jpg
56,1031_IWL_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1031_IWL_FEA_XX.wav,Male,1031_IWL_FEA_XX.wav.jpg
57,1035_MTI_SAD_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1035_MTI_SAD_XX.wav,Male,1035_MTI_SAD_XX.wav.jpg
58,1089_IOM_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1089_IOM_DIS_XX.wav,Female,1089_IOM_DIS_XX.wav.jpg
59,1061_IWW_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1061_IWW_DIS_XX.wav,Female,1061_IWW_DIS_XX.wav.jpg
60,1068_IWW_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1068_IWW_DIS_XX.wav,Male,1068_IWW_DIS_XX.wav.jpg
61,1007_IWW_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1007_IWW_FEA_XX.wav,Female,1007_IWW_FEA_XX.wav.jpg
62,1067_TSI_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1067_TSI_FEA_XX.wav,Male,1067_TSI_FEA_XX.wav.jpg
63,1028_IEO_ANG_MD.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1028_IEO_ANG_MD.wav,Female,1028_IEO_ANG_MD.wav.jpg
64,1089_MTI_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1089_MTI_FEA_XX.wav,Female,1089_MTI_FEA_XX.wav.jpg
65,1046_WSI_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1046_WSI_ANG_XX.wav,Female,1046_WSI_ANG_XX.wav.jpg
66,1042_ITS_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1042_ITS_ANG_XX.wav,Male,1042_ITS_ANG_XX.wav.jpg
67,1036_ITS_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1036_ITS_DIS_XX.wav,Male,1036_ITS_DIS_XX.wav.jpg
68,1027_IWW_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1027_IWW_HAP_XX.wav,Male,1027_IWW_HAP_XX.wav.jpg
69,1071_IEO_HAP_HI.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1071_IEO_HAP_HI.wav,Male,1071_IEO_HAP_HI.wav.jpg
70,1066_IWW_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1066_IWW_FEA_XX.wav,Male,1066_IWW_FEA_XX.wav.jpg
71,1025_IEO_FEA_MD.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1025_IEO_FEA_MD.wav,Female,1025_IEO_FEA_MD.wav.jpg
72,1012_IWW_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1012_IWW_DIS_XX.wav,Female,1012_IWW_DIS_XX.wav.jpg
73,1021_IOM_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1021_IOM_NEU_XX.wav,Female,1021_IOM_NEU_XX.wav.jpg
74,1074_DFA_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1074_DFA_NEU_XX.wav,Female,1074_DFA_NEU_XX.wav.jpg
75,1032_TIE_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1032_TIE_FEA_XX.wav,Male,1032_TIE_FEA_XX.wav.jpg
76,1082_IWW_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1082_IWW_DIS_XX.wav,Female,1082_IWW_DIS_XX.wav.jpg
77,1083_MTI_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1083_MTI_DIS_XX.wav,Male,1083_MTI_DIS_XX.wav.jpg
78,1060_WSI_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1060_WSI_DIS_XX.wav,Female,1060_WSI_DIS_XX.wav.jpg
79,1085_ITH_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1085_ITH_HAP_XX.wav,Male,1085_ITH_HAP_XX.wav.jpg
80,1008_IEO_FEA_MD.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1008_IEO_FEA_MD.wav,Female,1008_IEO_FEA_MD.wav.jpg
81,1038_DFA_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1038_DFA_FEA_XX.wav,Male,1038_DFA_FEA_XX.wav.jpg
82,1004_MTI_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1004_MTI_HAP_XX.wav,Female,1004_MTI_HAP_XX.wav.jpg
83,1013_TAI_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1013_TAI_DIS_XX.wav,Female,1013_TAI_DIS_XX.wav.jpg
84,1039_WSI_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1039_WSI_HAP_XX.wav,Male,1039_WSI_HAP_XX.wav.jpg
85,1074_TSI_SAD_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1074_TSI_SAD_XX.wav,Female,1074_TSI_SAD_XX.wav.jpg
86,1061_TSI_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1061_TSI_ANG_XX.wav,Female,1061_TSI_ANG_XX.wav.jpg
87,1075_DFA_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1075_DFA_FEA_XX.wav,Female,1075_DFA_FEA_XX.wav.jpg
88,1062_TSI_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1062_TSI_HAP_XX.wav,Male,1062_TSI_HAP_XX.wav.jpg
89,1066_IEO_DIS_MD.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1066_IEO_DIS_MD.wav,Male,1066_IEO_DIS_MD.wav.jpg
90,1051_ITH_SAD_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1051_ITH_SAD_XX.wav,Male,1051_ITH_SAD_XX.wav.jpg
91,1087_IEO_DIS_LO.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1087_IEO_DIS_LO.wav,Male,1087_IEO_DIS_LO.wav.jpg
92,1048_IOM_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1048_IOM_ANG_XX.wav,Male,1048_IOM_ANG_XX.wav.jpg
93,1002_DFA_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_DFA_NEU_XX.wav,Female,1002_DFA_NEU_XX.wav.jpg
94,1020_ITH_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1020_ITH_HAP_XX.wav,Female,1020_ITH_HAP_XX.wav.jpg
95,1067_TSI_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1067_TSI_DIS_XX.wav,Male,1067_TSI_DIS_XX.wav.jpg
96,1055_IOM_SAD_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1055_IOM_SAD_XX.wav,Female,1055_IOM_SAD_XX.wav.jpg
97,1008_TAI_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1008_TAI_FEA_XX.wav,Female,1008_TAI_FEA_XX.wav.jpg
98,1039_DFA_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1039_DFA_NEU_XX.wav,Male,1039_DFA_NEU_XX.wav.jpg
99,1049_IWW_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1049_IWW_HAP_XX.wav,Female,1049_IWW_HAP_XX.wav.jpg
100,1040_MTI_SAD_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1040_MTI_SAD_XX.wav,Male,1040_MTI_SAD_XX.wav.jpg
101,1042_TAI_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1042_TAI_HAP_XX.wav,Male,1042_TAI_HAP_XX.wav.jpg
102,1029_ITS_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1029_ITS_ANG_XX.wav,Female,1029_ITS_ANG_XX.wav.jpg
103,1011_IEO_FEA_HI.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1011_IEO_FEA_HI.wav,Male,1011_IEO_FEA_HI.wav.jpg
104,1002_IEO_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1002_IEO_NEU_XX.wav,Female,1002_IEO_NEU_XX.wav.jpg
105,1073_IEO_SAD_LO.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1073_IEO_SAD_LO.wav,Female,1073_IEO_SAD_LO.wav.jpg
106,1066_TIE_SAD_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1066_TIE_SAD_XX.wav,Male,1066_TIE_SAD_XX.wav.jpg
107,1016_ITS_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1016_ITS_ANG_XX.wav,Male,1016_ITS_ANG_XX.wav.jpg
108,1070_IEO_SAD_HI.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1070_IEO_SAD_HI.wav,Male,1070_IEO_SAD_HI.wav.jpg
109,1069_IEO_ANG_LO.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1069_IEO_ANG_LO.wav,Male,1069_IEO_ANG_LO.wav.jpg
110,1028_IWW_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1028_IWW_NEU_XX.wav,Female,1028_IWW_NEU_XX.wav.jpg
111,1068_TIE_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1068_TIE_DIS_XX.wav,Male,1068_TIE_DIS_XX.wav.jpg
112,1061_WSI_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1061_WSI_ANG_XX.wav,Female,1061_WSI_ANG_XX.wav.jpg
113,1027_ITH_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1027_ITH_DIS_XX.wav,Male,1027_ITH_DIS_XX.wav.jpg
114,1070_IEO_HAP_HI.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1070_IEO_HAP_HI.wav,Male,1070_IEO_HAP_HI.wav.jpg
115,1039_IEO_DIS_MD.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1039_IEO_DIS_MD.wav,Male,1039_IEO_DIS_MD.wav.jpg
116,1023_MTI_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1023_MTI_NEU_XX.wav,Male,1023_MTI_NEU_XX.wav.jpg
117,1048_TSI_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1048_TSI_DIS_XX.wav,Male,1048_TSI_DIS_XX.wav.jpg
118,1012_IOM_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1012_IOM_ANG_XX.wav,Female,1012_IOM_ANG_XX.wav.jpg
119,1043_ITH_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1043_ITH_FEA_XX.wav,Female,1043_ITH_FEA_XX.wav.jpg
120,1027_IEO_ANG_MD.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1027_IEO_ANG_MD.wav,Male,1027_IEO_ANG_MD.wav.jpg
121,1052_IEO_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1052_IEO_NEU_XX.wav,Female,1052_IEO_NEU_XX.wav.jpg
122,1054_TIE_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1054_TIE_HAP_XX.wav,Female,1054_TIE_HAP_XX.wav.jpg
123,1081_IEO_HAP_MD.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1081_IEO_HAP_MD.wav,Male,1081_IEO_HAP_MD.wav.jpg
124,1083_ITS_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1083_ITS_HAP_XX.wav,Male,1083_ITS_HAP_XX.wav.jpg
125,1072_ITH_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1072_ITH_FEA_XX.wav,Female,1072_ITH_FEA_XX.wav.jpg
126,1059_TSI_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1059_TSI_HAP_XX.wav,Male,1059_TSI_HAP_XX.wav.jpg
127,1074_WSI_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1074_WSI_DIS_XX.wav,Female,1074_WSI_DIS_XX.wav.jpg
128,1033_ITS_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1033_ITS_FEA_XX.wav,Male,1033_ITS_FEA_XX.wav.jpg
129,1080_DFA_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1080_DFA_HAP_XX.wav,Male,1080_DFA_HAP_XX.wav.jpg
130,1087_TAI_SAD_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1087_TAI_SAD_XX.wav,Male,1087_TAI_SAD_XX.wav.jpg
131,1003_DFA_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1003_DFA_HAP_XX.wav,Female,1003_DFA_HAP_XX.wav.jpg
132,1086_TAI_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1086_TAI_HAP_XX.wav,Male,1086_TAI_HAP_XX.wav.jpg
133,1038_IEO_HAP_MD.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1038_IEO_HAP_MD.wav,Male,1038_IEO_HAP_MD.wav.jpg
134,1028_IOM_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1028_IOM_NEU_XX.wav,Female,1028_IOM_NEU_XX.wav.jpg
135,1062_WSI_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1062_WSI_NEU_XX.wav,Male,1062_WSI_NEU_XX.wav.jpg
136,1036_TIE_SAD_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1036_TIE_SAD_XX.wav,Male,1036_TIE_SAD_XX.wav.jpg
137,1048_TAI_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1048_TAI_ANG_XX.wav,Male,1048_TAI_ANG_XX.wav.jpg
138,1038_IEO_DIS_LO.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1038_IEO_DIS_LO.wav,Male,1038_IEO_DIS_LO.wav.jpg
139,1008_IWW_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1008_IWW_ANG_XX.wav,Female,1008_IWW_ANG_XX.wav.jpg
140,1005_TSI_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1005_TSI_DIS_XX.wav,Male,1005_TSI_DIS_XX.wav.jpg
141,1087_MTI_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1087_MTI_FEA_XX.wav,Male,1087_MTI_FEA_XX.wav.jpg
142,1056_TIE_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1056_TIE_DIS_XX.wav,Female,1056_TIE_DIS_XX.wav.jpg
143,1028_IWW_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1028_IWW_ANG_XX.wav,Female,1028_IWW_ANG_XX.wav.jpg
144,1080_IEO_SAD_HI.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1080_IEO_SAD_HI.wav,Male,1080_IEO_SAD_HI.wav.jpg
145,1045_IWL_ANG_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1045_IWL_ANG_XX.wav,Male,1045_IWL_ANG_XX.wav.jpg
146,1075_DFA_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1075_DFA_NEU_XX.wav,Female,1075_DFA_NEU_XX.wav.jpg
147,1009_ITH_SAD_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1009_ITH_SAD_XX.wav,Female,1009_ITH_SAD_XX.wav.jpg
148,1078_IEO_ANG_HI.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1078_IEO_ANG_HI.wav,Female,1078_IEO_ANG_HI.wav.jpg
149,1091_TIE_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1091_TIE_DIS_XX.wav,Female,1091_TIE_DIS_XX.wav.jpg
150,1027_TSI_SAD_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1027_TSI_SAD_XX.wav,Male,1027_TSI_SAD_XX.wav.jpg
151,1046_IEO_FEA_HI.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1046_IEO_FEA_HI.wav,Female,1046_IEO_FEA_HI.wav.jpg
152,1014_TAI_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1014_TAI_HAP_XX.wav,Male,1014_TAI_HAP_XX.wav.jpg
153,1056_DFA_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1056_DFA_NEU_XX.wav,Female,1056_DFA_NEU_XX.wav.jpg
154,1041_WSI_SAD_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1041_WSI_SAD_XX.wav,Male,1041_WSI_SAD_XX.wav.jpg
155,1031_DFA_DIS_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1031_DFA_DIS_XX.wav,Male,1031_DFA_DIS_XX.wav.jpg
156,1014_IOM_NEU_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1014_IOM_NEU_XX.wav,Male,1014_IOM_NEU_XX.wav.jpg
157,1049_ITH_HAP_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1049_ITH_HAP_XX.wav,Female,1049_ITH_HAP_XX.wav.jpg
158,1038_IEO_ANG_MD.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1038_IEO_ANG_MD.wav,Male,1038_IEO_ANG_MD.wav.jpg
159,1068_TIE_FEA_XX.wav,/content/drive/My Drive/Speech Detection Data/AudioWAV/1068_TIE_FEA_XX.wav,Male,1068_TIE_FEA_XX.wav.jpg
